"id","latitude","longitude","track_id","time"
1,-10.9393413858164,-37.0627421097422,1,"2014-09-13 07:24:32"
2,-10.939341385769,-37.0627421097809,1,"2014-09-13 07:24:37"
3,-10.9393239478718,-37.0627645137212,1,"2014-09-13 07:24:42"
4,-10.9392105616561,-37.0628430455445,1,"2014-09-13 07:24:47"
5,-10.9389389789911,-37.0628785984113,1,"2014-09-13 07:24:53"
6,-10.9385435911514,-37.0628386631358,1,"2014-09-13 07:24:59"
7,-10.9383460576505,-37.0625875627021,1,"2014-09-13 07:25:04"
8,-10.9384484455051,-37.0619998251528,1,"2014-09-13 07:25:10"
9,-10.9386660746204,-37.0614989339645,1,"2014-09-13 07:25:15"
10,-10.9389862284613,-37.0608192197261,1,"2014-09-13 07:25:21"
11,-10.9393429131892,-37.0600866959415,1,"2014-09-13 07:25:27"
12,-10.9396414360875,-37.0595030996298,1,"2014-09-13 07:25:32"
13,-10.9398579141531,-37.0591213205945,1,"2014-09-13 07:25:38"
14,-10.9400772902018,-37.0587290032396,1,"2014-09-13 07:25:43"
15,-10.9403891021306,-37.0582908757149,1,"2014-09-13 07:25:49"
16,-10.9407463806047,-37.0579922269229,1,"2014-09-13 07:25:54"
17,-10.9411793936124,-37.0576397274353,1,"2014-09-13 07:26:00"
18,-10.9414799027875,-37.0573913752163,1,"2014-09-13 07:26:06"
19,-10.941532508608,-37.0573457786884,1,"2014-09-13 07:26:12"
20,-10.941532508608,-37.0573457786884,1,"2014-09-13 07:26:18"
21,-10.941532508608,-37.0573457786884,1,"2014-09-13 07:26:23"
22,-10.941532508608,-37.0573457786884,1,"2014-09-13 07:26:28"
23,-10.941532508608,-37.0573457786884,1,"2014-09-13 07:26:33"
24,-10.941532508608,-37.0573457786884,1,"2014-09-13 07:26:38"
25,-10.941532508608,-37.0573457786884,1,"2014-09-13 07:26:44"
26,-10.941532508608,-37.0573457786884,1,"2014-09-13 07:26:49"
27,-10.9415422095559,-37.05733795467,1,"2014-09-13 07:26:55"
28,-10.9417422658859,-37.0571659304346,1,"2014-09-13 07:27:00"
29,-10.9421000724016,-37.056833161463,1,"2014-09-13 07:27:06"
30,-10.9424436046914,-37.0565510553466,1,"2014-09-13 07:27:12"
31,-10.942783282087,-37.0563672194186,1,"2014-09-13 07:27:17"
32,-10.9430483969072,-37.0562007891263,1,"2014-09-13 07:27:23"
33,-10.9430896255589,-37.0558792710436,1,"2014-09-13 07:27:28"
34,-10.943157098505,-37.0552885005004,1,"2014-09-13 07:27:34"
35,-10.94331306032,-37.054664512767,1,"2014-09-13 07:27:39"
36,-10.9434934531745,-37.0539906272633,1,"2014-09-13 07:27:44"
37,-10.9437307342081,-37.0531333557592,1,"2014-09-13 07:27:50"
38,-10.9439490705934,-37.0523363894564,1,"2014-09-13 07:27:56"
39,-10.9440888068829,-37.051916335502,1,"2014-09-13 07:28:01"
40,-10.9441134427653,-37.051844717417,1,"2014-09-13 07:28:06"
41,-10.9441646601166,-37.0516450552908,1,"2014-09-13 07:28:12"
42,-10.9442224036202,-37.0512781900614,1,"2014-09-13 07:28:18"
43,-10.944110383763,-37.0510435425217,1,"2014-09-13 07:28:23"
44,-10.9437149513471,-37.0510003278261,1,"2014-09-13 07:28:28"
45,-10.9431917869049,-37.0509992649818,1,"2014-09-13 07:28:34"
46,-10.9426620243735,-37.0509779955345,1,"2014-09-13 07:28:40"
47,-10.9422370402321,-37.050899772868,1,"2014-09-13 07:28:45"
48,-10.9418834994225,-37.0507762933952,1,"2014-09-13 07:28:50"
49,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:28:56"
50,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:29:02"
51,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:29:08"
52,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:29:13"
53,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:29:18"
54,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:29:24"
55,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:29:30"
56,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:29:36"
57,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:29:42"
58,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:29:47"
59,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:29:52"
60,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:29:57"
61,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:30:03"
62,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:30:09"
63,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:30:14"
64,-10.9416974315862,-37.0507029806928,1,"2014-09-13 07:30:20"
65,-10.9414732738477,-37.0505875545648,1,"2014-09-13 07:30:26"
